# UI General & Window
ui.window_title|TunePerf - Intelligenter Linux-Systemoptimierer
net.ipv4.conf.all.send_redirects|Aktiviert das Senden von ICMP-Redirects. Empfohlen, auf Nicht-Router-Hosts zu deaktivieren, um die Bekanntmachung von Routenänderungen zu vermeiden.
net.ipv4.conf.default.send_redirects|Standard-ICMP-Redirect-Send-Richtlinie für neue Netzwerkschnittstellen.
net.ipv4.conf.all.log_martians|Protokolliert Pakete mit unmöglichen (spoofed) Quell-IP-Adressen an Syslog.
net.ipv4.conf.default.log_martians|Standard-Protokollierungsrichtlinie für spoofed-Pakete für neue Netzwerkschnittstellen.
kernel.kptr_restrict|Beschränkt den Zugriff auf Kernel-Symboladressen in /proc/kallsyms. Stufe 2 verbirgt sie vollständig, um Exploits zu verhindern, Kernel-Funktionen zu lokalisieren.
kernel.dmesg_restrict|Beschränkt den Zugriff auf den System-Log-Puffer (dmesg). Empfohlen zu aktivieren, um nicht privilegierte Benutzer am Lesen von Kernel-Debug-Ausgaben zu hindern.
kernel.perf_event_paranoid|Beschränkt den Zugriff auf Leistungsereignisse. Höhere Werte verhindern, dass Nicht-Root-Benutzer CPU-Leistungsindikatoren lesen.
kernel.yama.ptrace_scope|Beschränkt Prozessinspektion/ptrace. Empfohlen, auf Eltern-Kind-Beziehungen zu beschränken, um Memory-Snooping zu blockieren.
fs.protected_hardlinks|Blockiert die Erstellung von Hardlinks zu Dateien, die der Benutzer nicht besitzt, und verhindert Symlink/Hardlink-Race-Schwachstellen.
fs.protected_symlinks|Blockiert das Folgen von Symlinks in world-writable-Verzeichnissen, die anderen Benutzern gehören, und verhindert Datei-Ersatz-Angriffe.
fs.protected_fifos|Blockiert das Öffnen von FIFOs in world-writable-Verzeichnissen, die nicht dem aktiven Benutzer gehören.
fs.protected_regular|Blockiert das Öffnen regulärer Dateien in für alle offenen Verzeichnissen, die nicht dem aktuellen Benutzer gehören.
fs.file-max|Maximale Anzahl von Dateideskriptoren, die der Kernel zuweisen kann. Entscheidend für massive Container-Hosts oder aktive Dateiserver.
fs.inotify.max_user_watches|Maximale Anzahl von Verzeichnispfaden, die von inotify überwacht werden. Wesentlich zu erhöhen für aktive Code-Entwicklungsarbeitsbereiche oder IDEs.
fs.inotify.max_user_instances|Maximale Anzahl aktiver inotify-Instanzen, die ein Benutzer erstellen kann.
kernel.pid_max|Maximale Prozess-ID-Nummer. Erhöhen verhindert PID-Erschöpfung auf Servern, die Tausende paralleler Threads ausführen.
vm.mmap_min_addr|Minimale virtuelle Adresse, die für User-Space-Speicherzuweisungen erlaubt ist, und verhindert Null-Zeiger-Dereferenzierungs-Sicherheits-Exploits.
kernel.randomize_va_space|Aktiviert Address Space Layout Randomization (ASLR), um Speicher-Exploits zu verhindern, Zieladressen vorherzusagen.
kernel.unprivileged_bpf_disabled|Beschränkt nicht privilegierte Benutzer von der Verwendung des eBPF-Compilers und verhindert Side-Channel- und Kernel-Exploits.
net.core.bpf_jit_enable|Aktiviert den Just-In-Time (JIT)-Compiler für eBPF-Bytecode zur Ausführung von Netzwerkfiltern mit Hardware-Geschwindigkeit.
net.core.bpf_jit_harden|Härtet den eBPF-JIT-Compiler durch Aktivierung von Constant Blinding zum Schutz gegen JIT-Spraying-Exploits.
kernel.kexec_load_disabled|Deaktiviert den kexec-Systemaufruf, um das Laden eines neuen Kernels zur Laufzeit zu verhindern und blockiert Rootkits vom Umgehen von Secure-Boot-Ketten.
fs.suid_dumpable|Steuert Core Dumps für setuid-Executables, um das Leaken sensibler Anmeldeinformationen in Speicher-Dumps zu verhindern.
net.ipv4.tcp_rfc1337|Schützt vor TIME_WAIT-Assassination-Gefahren (vorzeitige Socket-Resets) gemäß RFC 1337.
net.ipv4.icmp_echo_ignore_broadcasts|Sagt dem System, ICMP-Echo-Anforderungen (Ping) an Broadcast-Adressen zu ignorieren und verhindert Smurf-DDoS-Amplifikations-Angriffe.
net.ipv4.icmp_ignore_bogus_error_responses|Verhindert das Protokollieren falscher ICMP-Fehlerantworten, um Syslog-Füllung mit Netzwerkrauschen zu vermeiden.
net.ipv4.conf.all.arp_ignore|Steuert, wie auf ARP-Anforderungen geantwortet wird, wenn sie auf verschiedenen Subnetzen oder Schnittstellen empfangen werden.
net.ipv4.conf.all.arp_announce|Steuert die Einschränkungsebene für die Ankündigung lokaler IP-Adressen in ARP-Anforderungen auf den Schnittstellen.
EEVDF Scheduler base slice time|Setzt die Basis-Slice-Zeit der CFS-Ausführungswarteschlange. Senken (z.B. auf 1ms) verbessert Latenz und Desktop-Responsivität unter CPU-Last.
Transparent Huge Pages (THP)|Ermöglicht dem Kernel, Standard-4KB-Seiten zu 2MB-Huge-Pages zu aggregieren, reduziert TLB-Cache-Misses. Aktivieren verbessert Kompilierung und VM-Geschwindigkeit, kann aber Latenzspitzen in Datenbanken verursachen.
THP Defragmentation policy|Steuert, wie aggressiv der Kernel Speicher im Hintergrund defragmentiert, um Huge Pages zu bauen. 'madvise' defragmentiert nur auf Anforderung und vermeidet systemweite Latenzspitzen.
Khugepaged daemon defrag sleep cycle|Dauer des Schlafzyklus des Hintergrund-Defragmenters khugepaged zwischen Scans. Erhöhen reduziert CPU-Wakeups im Hintergrund.
ZRAM Compression Algorithm (zstd)|Wählt den Komprimierungsalgorithmus für ZRAM-Swap-Speicher. Zstd bietet das optimale Gleichgewicht aus hohem Komprimierungsverhältnis und schneller Dekomprimierungsgeschwindigkeit.
ZRAM CPU Compression Streams scaling|Setzt die Anzahl paralleler CPU-Komprimierungs-Threads, die pro ZRAM-Gerät erlaubt sind. Skalieren auf die CPU-Kern-Anzahl maximiert Komprimierungsgeschwindigkeit.
Block devices I/O Read-Ahead Buffer size|Setzt die Datenmenge, die das System vorab bei sequenziellen Leseanforderungen liest. Höhere Werte sind am besten für HDD, niedrigere Werte (z.B. 128KB) sind optimal für niedriglatente SSD/NVME.
Block devices maximum I/O request size|Maximale I/O-Anforderungsgröße, die an Blockgeräte gesendet wird. Ein Wert von 256KB-512KB ist optimal für niedriglatente NVMe-Laufwerke.
Disable I/O Merges for NVMe drives|Deaktiviert I/O-Merges. Da NVMe-Geräte extrem schnell sind und massive Hardware-Warteschlangen unterstützen, überspringt OS-Merge CPU-Overhead und Latenz.
Disable disk entropy accumulation (reduces latency)|Deaktiviert Festplatten-Entropie-Beitrag. Dies stoppt Festplatten-I/O-Interrupts vom Seeding des Random-Generators und reduziert Overhead bei häufigen SSD-Schreibvorgängen.
CPU Scaling Governor|Setzt den CPU-Governor. 'performance' erzwingt CPU-Kerne, um bei maximaler Frequenz zu laufen, um Latenz zu minimieren, während 'powersave/schedutil' Energieverbrauch ausgleicht.
CPU Energy Performance Preference (EPP)|Sagt der Hardware, maximale Leistung, Energiesparung oder ein Gleichgewicht beider auf CPU-Firmware-Ebene zu priorisieren.
Enable AMD P-State Active Mode|Aktiviert den modernen AMD P-State-Treiber im aktiven Modus und ermöglicht autonomes CPU-Frequenz-Scaling, das von der Hardware selbst für optimale Effizienz geleitet wird.
Force PCIe ASPM to maximum performance|Erzwingt PCIe Active State Power Management auf Leistung, hält Kanälen vollständig aktiv, eliminiert Wake-Up-Latenz und maximiert Transfer-Durchsatz.
Nvidia GPU Persistence Mode (keeps GPU awake)|Aktiviert den Nvidia-GPU-Persistenz-Daemon. Hält den Nvidia-Treiber geladen und die GPU in einem aktiven Niedrigleistungsstatus und vermeidet 2-Sekunden-Wake-Up-Verzögerungen bei CUDA-Aufgaben.
Kernel Samepage Merging (KSM) for virtualization|Ermöglicht dem Kernel, identische Speicherseiten zwischen virtuellen Maschinen zu deduplizieren. Spart signifikant RAM, führt aber geringfügigen CPU-Overhead im Hintergrund ein.
Network Interface Transmit Queue Length (txqueuelen)|Warteschlangengröße für ausgehende Netzwerkpakete. Senken reduziert Netzwerk-Bufferbloat auf langsamen Links; Erhöhen verhindert Paketverluste auf 10G+-Servern.
Ethtool Ring Buffer optimization (reduces packet drops)|Maximiert RX/TX-Ringpuffer der Netzwerkkarte, um Paketverluste während plötzlicher Verkehrsspitzen oder Hochdurchsatz-Netzwerkbetrieb zu verhindern.
TCP Segmentation Offload (TSO/GSO/GRO)|Offload TCP-Segment-Montage und -Fragmentierung direkt zur Netzwerkkarten-Hardware und reduziert drastisch Host-CPU-Overhead unter hoher Netzwerklast.
Receive Packet Steering (RPS) multicore mapping|Verteilt Netzwerkpaket-Verarbeitung über mehrere CPU-Kerne und verhindert Single-Core-CPU-Engpässe auf Hoch-pps-Netzwerkschnittstellen.
tcp_bbr|Bottleneck Bandwidth and RTT (BBR) Congestion-Control-Modul. Verbessert drastisch Netzwerkdurchsatz und Latenz auf Hochverlust-WAN-Links.
sch_fq|Fair Queueing-Traffic-Control-Modul. Priorisiert Pakete pro Socket-Verbindung und Pacing zur Reduzierung von Bufferbloat.
Enable Experimental Tweaks|Aktiviert erweiterte Limit-Bypass, aggressive Kernel-Writebacks, BBR-TCP-Congestion-Control und deaktiviert Observations-Logging für maximale Geschwindigkeit.
Disable CPU C-States (Sleep states)|Verhindert, dass CPU-Kerne in tiefe Schlafzustände (C1-C6) eintreten. Dies garantiert absolute Null-Wake-Up-Latenz, erhöht aber massiv Energieverbrauch und Wärme.
disable_journald|Stoppt das Schreiben von systemd-Journal-Protokollen auf Festplatte oder im Speicher, reduziert drastisch kontinuierliche Festplatten-Schreiboperationen und CPU-Logging-Overhead.
disable_rsyslog|Stoppt und maskiert rsyslog-Dienst/Socket, deaktiviert syslog für dbus-Dienst und deaktiviert Syslog-Kernel-Nachrichten, um CPU-Zyklen und Festplatten-Schreibvorgänge zu sparen.
disable_xorg|Deaktiviert das Protokollieren von Grafik-Display-Fehlern, Trinity-TDM-Sitzungsprotokollierung und leitet .xsession-errors-Fehler an /dev/null um, um aktive Festplatten-Schreibvorgänge zu reduzieren.
disable_boot|Deaktiviert das Protokollieren von System-Boot-Nachrichten, CUPS-Druck-Daemon und Preload-Utility-Protokolle und bietet schnellere, stille Starts mit weniger I/O.
disable_pam|Stoppt die Aufzeichnung von Benutzer-Anmeldesitzungen, PAM-Lastlog-, wtmp-Protokolle und E-Mail-Benachrichtigungen, um Festplattenaktivität auf Multi-User-Systemen signifikant zu reduzieren.
disable_coredumps|Stoppt Kernel-Core-Dumps während Abstürzen. Spart Festplattenplatz und I/O-Overhead bei Systemfehlern.
disable_modemmanager|Deaktiviert ModemManager-Dienst. Verhindert Hintergrund-Scannen von seriellen Ports für Modems und beschleunigt Boot.
disable_nm_wait|Deaktiviert NetworkManager-wait-online-Dienst. Beschleunigt Start, indem Boot nicht blockiert wird, während auf Netzwerkverbindung gewartet wird.
disable_smbd|Deaktiviert Samba-Dateifreigabe-Daemon (smbd). Gibt Speicher frei, wenn Sie keine Ordner in Ihrem lokalen Netzwerk freigeben.
disable_nmbd|Deaktiviert NetBIOS-Namenserver-Daemon (nmbd). Reduziert Hintergrund-Netzwerk-Listening-Dienste.
disable_serial_getty|Deaktiviert serielle Terminal-Login-Dienst auf ttyS0. Reduziert Hintergrund-Terminal-Listening-Prozesse.
disable_colord|Deaktiviert Colord-Farbbewirtschaftungs-Daemon. Gibt Systemspeicher auf Laptops und Servern frei.
disable_smartd|Deaktiviert S.M.A.R.T.-Festplattenüberwachungs-Daemon. Reduziert Festplatten-Wakeups und Hintergrund-Checks.
disable_usb_legacy|Blacklistet Legacy-usbmouse- und usbkbd-Module. Erzwingt einheitliche Verwendung des modernen, optimierten usbhid-Treibers.
disable_pcspkr|Blacklistet pcspkr-Motherboard-Lautsprecher-Modul. Stummt nervige Hardware-Bips.
disable_bluetooth|Deaktiviert bluetooth.service. Spart Energie und verbessert Systemsicherheit, wenn Wireless nicht benötigt wird.
disable_print|Deaktiviert CUPS und Avahi-Netzwerkdruck-Erkennung. Gibt Hintergrundspeicher frei und verhindert Drucker-Netzwerk-Polling.
disable_apparmor|Deaktiviert AppArmor-Sicherheitsprofilierung. Reduziert Kernel-Ausführungs-Overhead und beschleunigt Prozess-Start.
disable_ufw|Deaktiviert UFW-Firewall. Empfohlen, wenn Sie bereits einen Netzwerk- oder Hardware-Firewall-Router haben.
disable_bluez_cups|Deaktiviert Bluetooth-Druck-Backend. Verhindert CUPS-Bluetooth-Geräte-Polling und reduziert System-Wakeups.
ui.msg_success|Success
ui.msg_warning|Warning
ui.msg_error|Error
ui.msg_question|Confirmation
ui.msg_hw_scan_error_title|Hardware Scan Error
ui.msg_hw_scan_error_text|Could not successfully run tuneperf.sh to detect hardware or build parameters.
ui.msg_restore_confirm_title|Restore Backups
ui.msg_restore_confirm_text|Are you sure you want to revert all system tuning modifications and restore the original configurations?
ui.msg_tuning_success_title|Tuning Success
ui.msg_tuning_success_text|All custom optimization parameters have been applied and persistent rules generated successfully!
ui.msg_tuning_warning_title|Tuning Warning
ui.msg_tuning_warning_text|Some parameters failed to apply. Check execution log for details.
ui.msg_tuning_error_title|Tuning Error
ui.msg_tuning_error_text|Failed to apply optimization parameters. Check execution log for details.
ui.msg_restore_success_title|Restore Success
ui.msg_restore_success_text|Original configurations restored, persistence service disabled, and udev rules removed successfully.
ui.msg_restore_error_title|Restore Error
ui.msg_restore_error_text|Failed to restore backup configurations. Check log for details.
